state,vegetable,date,month,season,modal_price,min_price,max_price,msp,price_lag_1m,price_lag_4m,rolling_avg_3m,arrival_qty,temp_max,temp_min,rainfall_mm,humidity,rainfall_deviation,price_direction
Haryana,Onion,2024-07-01,7,Monsoon,25.6,20.76,29.93,0.0,20.19,16.09,20.00333333333333,9411.7,35.45,27.29,211.3,90.32,-10.5,UP
Haryana,Onion,2024-08-01,8,Monsoon,27.62,22.55,32.12,0.0,25.6,15.32,24.47,8947.53,32.3,25.87,212.3,94.52,83.62,UP
Haryana,Onion,2024-09-01,9,Monsoon,34.93,28.14,40.94,0.0,27.62,14.22,29.383333333333336,9207.43,32.08,24.62,54.7,94.3,-18.25,STABLE
Haryana,Onion,2024-10-01,10,Post-Monsoon,36.01,28.63,42.28,0.0,34.93,20.19,32.85333333333333,8175.95,33.41,20.91,0.0,84.45,-10.65,DOWN
Haryana,Onion,2024-11-01,11,Post-Monsoon,32.91,24.75,40.38,0.0,36.01,25.6,34.61666666666667,9485.78,27.61,14.77,0.0,91.23,-1.67,DOWN
Haryana,Onion,2024-12-01,12,Winter,27.75,21.32,33.69,0.0,32.91,27.62,32.22333333333333,10300.09,20.15,8.13,23.1,91.77,16.98,DOWN
Haryana,Onion,2025-01-01,1,Winter,21.75,17.76,25.47,,27.75,34.93,27.47,13064.96,19.12,7.47,17.2,96.29,-14.35,UP
Haryana,Onion,2025-02-01,2,Winter,23.27,19.53,27.04,,21.75,36.01,24.256666666666664,12549.33,22.42,10.95,25.2,92.61,14.13,DOWN
Haryana,Onion,2025-03-01,3,Summer,20.26,16.32,23.93,,23.27,32.91,21.76,16690.17,28.63,14.24,7.3,79.23,-12.35,DOWN
Haryana,Onion,2025-04-01,4,Summer,12.66,9.74,15.57,,20.26,27.75,18.73,17036.41,37.97,21.4,1.9,51.67,-1.58,DOWN
Haryana,Onion,2025-05-01,5,Summer,10.2,7.37,12.85,,12.66,21.75,14.373333333333337,32467.22,38.47,25.44,10.2,66.58,-17.73,UP
Haryana,Onion,2025-06-01,6,Monsoon,11.88,9.28,14.65,,10.2,23.27,11.58,15837.47,37.29,26.8,85.6,75.5,26.17,UP
Haryana,Onion,2025-07-01,7,Monsoon,14.86,11.69,18.07,,11.88,20.26,12.313333333333333,11885.85,33.77,26.47,191.3,92.58,-30.5,STABLE
Haryana,Onion,2025-08-01,8,Monsoon,15.21,12.11,18.29,,14.86,12.66,13.983333333333334,12665.78,32.54,26.06,213.1,92.45,84.42,STABLE
Haryana,Onion,2025-09-01,9,Monsoon,14.59,11.65,17.44,,15.21,10.2,14.886666666666663,15441.79,32.69,24.43,82.8,89.9,9.85,UP
Haryana,Onion,2025-10-01,10,Post-Monsoon,16.66,14.77,18.59,,14.59,11.88,15.486666666666666,21661.72,29.7,19.29,23.9,90.97,13.25,DOWN
Haryana,Onion,2025-11-01,11,Post-Monsoon,13.48,11.03,15.84,,16.66,14.86,14.910000000000002,17032.85,25.63,11.53,0.0,87.7,-1.67,UP
Haryana,Potato,2022-01-01,1,Winter,6.46,4.93,8.04,0.0,,,6.46,46008.05,17.67,7.28,92.0,96.9,60.45,DOWN
Haryana,Potato,2022-02-01,2,Winter,5.62,3.84,7.87,0.0,6.46,,6.04,49267.49,22.15,9.7,11.6,91.86,0.52,DOWN
Haryana,Potato,2022-03-01,3,Summer,5.24,3.43,8.86,0.0,5.62,,5.773333333333333,56038.67,32.0,16.75,0.9,79.19,-18.75,UP
Haryana,Potato,2022-04-01,4,Summer,9.98,8.9,10.82,0.0,5.24,,6.946666666666666,14715.58,39.82,22.9,0.0,36.77,-3.48,STABLE
Haryana,Potato,2022-05-01,5,Summer,9.82,8.48,11.24,0.0,9.98,6.46,8.346666666666666,10560.54,40.93,26.37,5.5,56.9,-22.42,UP
Haryana,Potato,2022-06-01,6,Monsoon,11.78,10.03,13.51,0.0,9.82,5.62,10.526666666666666,11570.97,39.42,27.76,48.7,59.43,-10.72,UP
Haryana,Potato,2022-07-01,7,Monsoon,13.24,10.69,15.66,0.0,11.78,5.24,11.613333333333337,13171.92,34.34,26.56,248.8,91.03,27.0,STABLE
Haryana,Potato,2022-08-01,8,Monsoon,13.57,11.1,15.86,0.0,13.24,9.98,12.863333333333337,12141.03,34.2,26.56,73.1,85.52,-55.58,STABLE
Haryana,Potato,2022-09-01,9,Monsoon,13.42,11.02,15.78,0.0,13.57,9.82,13.410000000000002,11406.36,34.05,25.25,97.5,86.07,24.55,UP
Haryana,Potato,2022-10-01,10,Post-Monsoon,14.12,11.65,17.05,0.0,13.42,11.78,13.703333333333331,9894.46,31.01,18.98,12.3,87.16,1.65,STABLE
Haryana,Potato,2022-11-01,11,Post-Monsoon,13.56,10.13,16.78,0.0,14.12,13.24,13.699999999999998,16237.92,27.46,14.0,2.8,86.27,1.12,DOWN
Haryana,Potato,2022-12-01,12,Winter,9.03,7.02,11.11,0.0,13.56,13.57,12.236666666666666,52244.93,22.14,8.64,1.4,93.55,-4.72,DOWN
Haryana,Potato,2023-01-01,1,Winter,4.54,3.14,6.72,0.0,9.03,13.42,9.043333333333337,78744.73,18.38,6.43,13.9,95.03,-17.65,DOWN
Haryana,Potato,2023-02-01,2,Winter,3.26,1.99,5.73,0.0,4.54,14.12,5.609999999999999,76103.5,26.86,11.75,0.0,84.71,-11.08,UP
Haryana,Potato,2023-03-01,3,Summer,3.75,2.55,6.26,0.0,3.26,13.56,3.85,40655.63,28.97,15.98,62.3,83.87,42.65,UP
Haryana,Potato,2023-04-01,4,Summer,6.51,5.26,7.64,0.0,3.75,9.03,4.506666666666667,17098.95,34.05,19.92,11.3,60.23,7.83,UP
Haryana,Potato,2023-05-01,5,Summer,7.56,6.11,9.25,0.0,6.51,4.54,5.94,22258.49,36.36,23.07,94.5,65.84,66.58,UP
Haryana,Potato,2023-06-01,6,Monsoon,8.91,7.38,10.98,0.0,7.56,3.26,7.66,24683.59,37.02,26.53,38.9,75.43,-20.52,UP
Haryana,Potato,2023-07-01,7,Monsoon,10.76,8.57,13.62,0.0,8.91,3.75,9.076666666666666,25135.77,34.03,26.55,235.8,92.97,14.0,STABLE
Haryana,Potato,2023-08-01,8,Monsoon,10.47,8.57,13.29,0.0,10.76,6.51,10.046666666666669,25399.79,35.44,27.51,16.2,80.16,-112.48,STABLE
Haryana,Potato,2023-09-01,9,Monsoon,10.59,8.18,14.04,0.0,10.47,7.56,10.606666666666667,31463.67,34.17,25.05,56.8,88.5,-16.15,DOWN
Haryana,Potato,2023-10-01,10,Post-Monsoon,10.03,7.92,13.33,0.0,10.59,8.91,10.363333333333337,28533.23,31.61,18.88,6.4,85.68,-4.25,STABLE
Haryana,Potato,2023-11-01,11,Post-Monsoon,10.01,7.11,12.88,0.0,10.03,10.76,10.21,34250.34,26.05,14.15,3.9,92.83,2.22,DOWN
Haryana,Potato,2023-12-01,12,Winter,5.8,3.89,7.76,0.0,10.01,10.47,8.613333333333333,101900.66,21.81,8.94,0.0,95.55,-6.12,DOWN
Haryana,Potato,2024-01-01,1,Winter,4.02,2.52,6.54,0.0,5.8,10.59,6.609999999999999,181555.97,17.04,5.36,3.1,99.65,-28.45,UP
Haryana,Potato,2024-02-01,2,Winter,5.26,3.36,9.44,0.0,4.02,10.03,5.026666666666666,100951.53,22.07,9.12,7.5,88.93,-3.58,UP
Haryana,Potato,2024-03-01,3,Summer,8.6,6.35,11.31,0.0,5.26,10.01,5.96,33141.06,27.95,13.82,8.1,80.39,-11.55,UP
Haryana,Potato,2024-04-01,4,Summer,11.75,9.63,13.84,0.0,8.6,5.8,8.536666666666667,17337.96,35.31,20.49,0.7,52.37,-2.78,UP
Haryana,Potato,2024-05-01,5,Summer,12.94,10.81,15.09,0.0,11.75,4.02,11.096666666666666,17653.47,41.49,26.16,1.5,43.29,-26.42,UP
Haryana,Potato,2024-06-01,6,Monsoon,14.94,12.66,17.3,0.0,12.94,5.26,13.21,18487.77,40.36,29.19,64.5,56.3,5.08,UP
Haryana,Potato,2024-07-01,7,Monsoon,17.52,13.91,20.99,0.0,14.94,8.6,15.133333333333333,20467.94,35.45,27.29,211.3,90.32,-10.5,STABLE
Haryana,Potato,2024-08-01,8,Monsoon,17.72,13.82,21.66,0.0,17.52,11.75,16.726666666666667,21305.03,32.3,25.87,212.3,94.52,83.62,STABLE
Haryana,Potato,2024-09-01,9,Monsoon,17.63,13.78,21.85,0.0,17.72,12.94,17.62333333333333,21271.47,32.08,24.62,54.7,94.3,-18.25,STABLE
Haryana,Potato,2024-10-01,10,Post-Monsoon,17.76,13.93,22.28,0.0,17.63,14.94,17.703333333333333,21526.23,33.41,20.91,0.0,84.45,-10.65,STABLE
Haryana,Potato,2024-11-01,11,Post-Monsoon,17.89,13.27,22.47,0.0,17.76,17.52,17.76,23568.97,27.61,14.77,0.0,91.23,-1.67,DOWN
Haryana,Potato,2024-12-01,12,Winter,14.98,10.96,18.94,0.0,17.89,17.72,16.87666666666667,91437.03,20.15,8.13,23.1,91.77,16.98,DOWN
Haryana,Potato,2025-01-01,1,Winter,9.12,6.86,13.41,,14.98,17.63,13.996666666666668,75208.88,19.12,7.47,17.2,96.29,-14.35,DOWN
Haryana,Potato,2025-02-01,2,Winter,6.19,4.54,9.85,,9.12,17.76,10.096666666666666,99395.64,22.42,10.95,25.2,92.61,14.13,STABLE
Haryana,Potato,2025-03-01,3,Summer,6.1,4.81,8.75,,6.19,17.89,7.136666666666667,79507.64,28.63,14.24,7.3,79.23,-12.35,UP
Haryana,Potato,2025-04-01,4,Summer,8.51,7.2,10.85,,6.1,14.98,6.933333333333333,24799.8,37.97,21.4,1.9,51.67,-1.58,UP
Haryana,Potato,2025-05-01,5,Summer,9.32,7.95,11.5,,8.51,9.12,7.976666666666667,24701.31,38.47,25.44,10.2,66.58,-17.73,UP
Haryana,Potato,2025-06-01,6,Monsoon,10.45,8.74,13.0,,9.32,6.19,9.426666666666668,24373.25,37.29,26.8,85.6,75.5,26.17,UP
Haryana,Potato,2025-07-01,7,Monsoon,11.73,9.27,15.02,,10.45,6.1,10.5,23722.68,33.77,26.47,191.3,92.58,-30.5,DOWN
Haryana,Potato,2025-08-01,8,Monsoon,11.04,8.66,14.07,,11.73,8.51,11.073333333333332,27435.25,32.54,26.06,213.1,92.45,84.42,STABLE
Haryana,Potato,2025-09-01,9,Monsoon,10.83,8.67,13.67,,11.04,9.32,11.199999999999998,33034.81,32.69,24.43,82.8,89.9,9.85,STABLE
Haryana,Potato,2025-10-01,10,Post-Monsoon,11.24,8.7,14.53,,10.83,10.45,11.036666666666669,31761.15,29.7,19.29,23.9,90.97,13.25,STABLE
Haryana,Potato,2025-11-01,11,Post-Monsoon,11.63,9.3,14.49,,11.24,11.73,11.233333333333334,55625.05,25.63,11.53,0.0,87.7,-1.67,DOWN
Haryana,Tomato,2022-01-01,1,Winter,12.6,9.86,14.6,0.0,,,12.6,9934.22,17.67,7.28,92.0,96.9,60.45,STABLE
Haryana,Tomato,2022-02-01,2,Winter,12.97,9.12,15.67,0.0,12.6,,12.785,8156.5,22.15,9.7,11.6,91.86,0.52,DOWN
Haryana,Tomato,2022-03-01,3,Summer,11.68,8.24,13.98,0.0,12.97,,12.416666666666666,9081.28,32.0,16.75,0.9,79.19,-18.75,UP
Haryana,Tomato,2022-04-01,4,Summer,13.99,10.48,16.68,0.0,11.68,,12.88,6317.31,39.82,22.9,0.0,36.77,-3.48,UP
Haryana,Tomato,2022-05-01,5,Summer,15.79,12.48,18.92,0.0,13.99,12.6,13.82,4963.52,40.93,26.37,5.5,56.9,-22.42,UP
Haryana,Tomato,2022-06-01,6,Monsoon,24.0,18.79,29.4,0.0,15.79,12.97,17.926666666666666,4883.11,39.42,27.76,48.7,59.43,-10.72,DOWN
Haryana,Tomato,2022-07-01,7,Monsoon,17.86,14.1,21.95,0.0,24.0,11.68,19.216666666666665,6186.9,34.34,26.56,248.8,91.03,27.0,STABLE
Haryana,Tomato,2022-08-01,8,Monsoon,17.7,14.79,20.8,0.0,17.86,13.99,19.85333333333333,6568.29,34.2,26.56,73.1,85.52,-55.58,UP
Haryana,Tomato,2022-09-01,9,Monsoon,22.17,18.06,26.95,0.0,17.7,15.79,19.243333333333336,5276.66,34.05,25.25,97.5,86.07,24.55,UP
Haryana,Tomato,2022-10-01,10,Post-Monsoon,25.97,20.47,32.24,0.0,22.17,24.0,21.94666666666667,4433.82,31.01,18.98,12.3,87.16,1.65,DOWN
Haryana,Tomato,2022-11-01,11,Post-Monsoon,16.74,13.64,20.0,0.0,25.97,17.86,21.626666666666665,6185.21,27.46,14.0,2.8,86.27,1.12,DOWN
Haryana,Tomato,2022-12-01,12,Winter,13.08,10.91,15.47,0.0,16.74,17.7,18.596666666666664,7427.16,22.14,8.64,1.4,93.55,-4.72,DOWN
Haryana,Tomato,2023-01-01,1,Winter,10.08,8.31,11.5,0.0,13.08,22.17,13.3,8275.42,18.38,6.43,13.9,95.03,-17.65,DOWN
Haryana,Tomato,2023-02-01,2,Winter,8.71,6.78,10.66,0.0,10.08,25.97,10.623333333333331,8252.8,26.86,11.75,0.0,84.71,-11.08,UP
Haryana,Tomato,2023-03-01,3,Summer,10.59,8.09,13.22,0.0,8.71,16.74,9.793333333333331,7258.93,28.97,15.98,62.3,83.87,42.65,DOWN
Haryana,Tomato,2023-04-01,4,Summer,8.87,6.75,11.09,0.0,10.59,13.08,9.39,10537.43,34.05,19.92,11.3,60.23,7.83,DOWN
Haryana,Tomato,2023-05-01,5,Summer,7.07,5.14,8.82,0.0,8.87,10.08,8.843333333333334,13883.32,36.36,23.07,94.5,65.84,66.58,UP
Haryana,Tomato,2023-06-01,6,Monsoon,13.4,10.28,16.6,0.0,7.07,8.71,9.78,12374.16,37.02,26.53,38.9,75.43,-20.52,UP
Haryana,Tomato,2023-07-01,7,Monsoon,66.61,50.8,82.24,0.0,13.4,10.59,29.026666666666667,3751.76,34.03,26.55,235.8,92.97,14.0,DOWN
Haryana,Tomato,2023-08-01,8,Monsoon,39.61,32.41,47.06,0.0,66.61,8.87,39.873333333333335,3973.99,35.44,27.51,16.2,80.16,-112.48,DOWN
Haryana,Tomato,2023-09-01,9,Monsoon,15.18,12.55,17.88,0.0,39.61,7.07,40.46666666666667,12634.82,34.17,25.05,56.8,88.5,-16.15,STABLE
Haryana,Tomato,2023-10-01,10,Post-Monsoon,14.76,12.12,17.61,0.0,15.18,13.4,23.183333333333334,11568.68,31.61,18.88,6.4,85.68,-4.25,UP
Haryana,Tomato,2023-11-01,11,Post-Monsoon,23.96,19.3,28.63,0.0,14.76,66.61,17.966666666666665,8366.52,26.05,14.15,3.9,92.83,2.22,DOWN
Haryana,Tomato,2023-12-01,12,Winter,17.12,13.68,20.62,0.0,23.96,39.61,18.613333333333333,8701.62,21.81,8.94,0.0,95.55,-6.12,DOWN
Haryana,Tomato,2024-01-01,1,Winter,15.97,13.11,18.9,0.0,17.12,15.18,19.01666666666667,8608.0,17.04,5.36,3.1,99.65,-28.45,UP
Haryana,Tomato,2024-02-01,2,Winter,18.89,14.42,22.93,0.0,15.97,14.76,17.326666666666668,8526.32,22.07,9.12,7.5,88.93,-3.58,STABLE
Haryana,Tomato,2024-03-01,3,Summer,18.99,14.95,22.66,0.0,18.89,23.96,17.95,8028.59,27.95,13.82,8.1,80.39,-11.55,DOWN
Haryana,Tomato,2024-04-01,4,Summer,16.32,12.68,19.56,0.0,18.99,17.12,18.066666666666663,7000.2,35.31,20.49,0.7,52.37,-2.78,DOWN
Haryana,Tomato,2024-05-01,5,Summer,10.51,8.5,12.36,0.0,16.32,15.97,15.273333333333332,8979.03,41.49,26.16,1.5,43.29,-26.42,UP
Haryana,Tomato,2024-06-01,6,Monsoon,11.47,9.12,13.6,0.0,10.51,18.89,12.766666666666666,8750.01,40.36,29.19,64.5,56.3,5.08,UP
Haryana,Tomato,2024-07-01,7,Monsoon,33.04,25.17,40.41,0.0,11.47,18.99,18.34,6483.17,35.45,27.29,211.3,90.32,-10.5,DOWN
Haryana,Tomato,2024-08-01,8,Monsoon,26.67,20.69,32.03,0.0,33.04,16.32,23.72666666666667,7223.68,32.3,25.87,212.3,94.52,83.62,STABLE
Haryana,Tomato,2024-09-01,9,Monsoon,27.5,21.66,32.94,0.0,26.67,10.51,29.070000000000004,8045.7,32.08,24.62,54.7,94.3,-18.25,UP
Haryana,Tomato,2024-10-01,10,Post-Monsoon,40.25,31.05,48.49,0.0,27.5,11.47,31.473333333333333,6767.11,33.41,20.91,0.0,84.45,-10.65,DOWN
Haryana,Tomato,2024-11-01,11,Post-Monsoon,27.36,21.07,33.62,0.0,40.25,33.04,31.703333333333333,7810.89,27.61,14.77,0.0,91.23,-1.67,DOWN
Haryana,Tomato,2024-12-01,12,Winter,22.86,17.83,27.98,0.0,27.36,26.67,30.156666666666663,9339.18,20.15,8.13,23.1,91.77,16.98,DOWN
Haryana,Tomato,2025-01-01,1,Winter,9.94,7.9,12.0,,22.86,27.5,20.05333333333333,13134.79,19.12,7.47,17.2,96.29,-14.35,DOWN
Haryana,Tomato,2025-02-01,2,Winter,9.27,7.65,11.0,,9.94,40.25,14.023333333333332,13330.15,22.42,10.95,25.2,92.61,14.13,DOWN
Haryana,Tomato,2025-03-01,3,Summer,8.64,7.06,10.42,,9.27,27.36,9.283333333333331,14507.3,28.63,14.24,7.3,79.23,-12.35,STABLE
Haryana,Tomato,2025-04-01,4,Summer,8.86,7.13,10.83,,8.64,22.86,8.923333333333334,13525.09,37.97,21.4,1.9,51.67,-1.58,DOWN
Haryana,Tomato,2025-05-01,5,Summer,8.38,6.77,10.19,,8.86,9.94,8.626666666666667,13051.2,38.47,25.44,10.2,66.58,-17.73,UP
Haryana,Tomato,2025-06-01,6,Monsoon,16.39,12.76,20.21,,8.38,9.27,11.21,11207.47,37.29,26.8,85.6,75.5,26.17,UP
Haryana,Tomato,2025-07-01,7,Monsoon,23.62,18.24,29.23,,16.39,8.64,16.13,9552.99,33.77,26.47,191.3,92.58,-30.5,UP
Haryana,Tomato,2025-08-01,8,Monsoon,34.79,27.69,42.04,,23.62,8.86,24.933333333333337,9976.84,32.54,26.06,213.1,92.45,84.42,DOWN
Haryana,Tomato,2025-09-01,9,Monsoon,23.05,18.08,28.46,,34.79,8.38,27.153333333333336,13192.51,32.69,24.43,82.8,89.9,9.85,DOWN
Haryana,Tomato,2025-10-01,10,Post-Monsoon,21.73,17.19,26.93,,23.05,16.39,26.52333333333333,11288.39,29.7,19.29,23.9,90.97,13.25,UP
Haryana,Tomato,2025-11-01,11,Post-Monsoon,27.5,21.99,33.15,,21.73,23.62,24.093333333333334,10968.81,25.63,11.53,0.0,87.7,-1.67,STABLE
Himachal Pradesh,Onion,2022-01-01,1,Winter,29.32,27.44,30.97,0.0,,,29.32,628.3,8.35,-2.2,186.0,93.06,103.6,STABLE
Himachal Pradesh,Onion,2022-02-01,2,Winter,30.58,29.18,32.11,0.0,29.32,,29.95,725.12,9.94,-1.54,87.9,88.79,-21.5,DOWN
Himachal Pradesh,Onion,2022-03-01,3,Summer,23.61,21.93,25.34,0.0,30.58,,27.836666666666662,754.62,19.39,6.31,10.2,79.1,-66.97,DOWN
Himachal Pradesh,Onion,2022-04-01,4,Summer,17.3,15.82,18.85,0.0,23.61,,23.83,833.16,24.11,10.78,9.5,58.6,-44.35,STABLE
Himachal Pradesh,Onion,2022-05-01,5,Summer,16.55,15.25,17.99,0.0,17.3,29.32,19.15333333333333,721.4,24.12,12.6,63.3,76.1,-17.6,UP
Himachal Pradesh,Onion,2022-06-01,6,Monsoon,18.37,16.76,20.03,0.0,16.55,30.58,17.406666666666666,687.9,25.33,15.04,86.5,74.77,-29.88,UP
Himachal Pradesh,Onion,2022-07-01,7,Monsoon,20.44,18.96,22.11,0.0,18.37,23.61,18.453333333333337,921.42,22.61,16.31,245.7,97.94,-14.1,STABLE
Himachal Pradesh,Onion,2022-08-01,8,Monsoon,20.3,18.74,21.97,0.0,20.44,17.3,19.703333333333333,921.0,22.48,15.49,167.6,98.52,-86.68,STABLE
Himachal Pradesh,Onion,2022-09-01,9,Monsoon,19.99,17.62,21.82,0.0,20.3,16.55,20.24333333333333,956.8,20.89,12.81,181.2,98.73,29.1,UP
Himachal Pradesh,Onion,2022-10-01,10,Post-Monsoon,23.47,21.69,25.39,0.0,19.99,18.37,21.25333333333333,854.54,18.45,7.8,43.4,91.55,6.12,STABLE
Himachal Pradesh,Onion,2022-11-01,11,Post-Monsoon,24.57,22.4,26.83,0.0,23.47,20.44,22.676666666666662,921.76,15.35,3.8,31.4,86.3,17.17,DOWN
Himachal Pradesh,Onion,2022-12-01,12,Winter,19.88,17.47,22.07,0.0,24.57,20.3,22.64,1058.87,12.72,0.9,9.8,82.06,-9.7,STABLE
Himachal Pradesh,Onion,2023-01-01,1,Winter,20.81,19.0,22.48,0.0,19.88,19.99,21.75333333333333,973.69,10.56,-0.98,89.2,88.81,6.8,DOWN
Himachal Pradesh,Onion,2023-02-01,2,Winter,17.62,15.92,19.23,0.0,20.81,23.47,19.436666666666667,937.19,14.19,1.97,81.3,84.07,-28.1,DOWN
Himachal Pradesh,Onion,2023-03-01,3,Summer,15.95,14.58,17.57,0.0,17.62,24.57,18.12666666666667,951.53,15.18,4.02,93.7,88.32,16.52,STABLE
Himachal Pradesh,Onion,2023-04-01,4,Summer,15.59,14.34,17.02,0.0,15.95,19.88,16.386666666666667,856.38,18.42,6.81,102.2,79.9,48.35,STABLE
Himachal Pradesh,Onion,2023-05-01,5,Summer,15.64,14.18,17.25,0.0,15.59,20.81,15.726666666666668,907.27,20.69,10.02,131.5,79.9,50.6,UP
Himachal Pradesh,Onion,2023-06-01,6,Monsoon,16.63,15.2,18.16,0.0,15.64,17.62,15.953333333333331,936.22,23.21,14.04,136.1,91.37,19.72,UP
Himachal Pradesh,Onion,2023-07-01,7,Monsoon,22.06,20.39,23.84,0.0,16.63,15.95,18.11,895.55,22.47,15.96,349.2,97.94,89.4,UP
Himachal Pradesh,Onion,2023-08-01,8,Monsoon,25.85,24.15,27.84,0.0,22.06,15.59,21.51333333333333,931.44,22.44,15.45,200.9,99.42,-53.38,UP
Himachal Pradesh,Onion,2023-09-01,9,Monsoon,27.42,25.88,29.75,0.0,25.85,15.64,25.11,990.35,22.37,13.52,84.0,96.37,-68.1,UP
Himachal Pradesh,Onion,2023-10-01,10,Post-Monsoon,34.72,32.15,36.8,0.0,27.42,16.63,29.33,896.74,19.05,8.02,31.4,86.0,-5.88,UP
Himachal Pradesh,Onion,2023-11-01,11,Post-Monsoon,45.26,41.58,48.85,0.0,34.72,22.06,35.800000000000004,726.58,15.83,4.51,17.9,90.87,3.67,DOWN
Himachal Pradesh,Onion,2023-12-01,12,Winter,34.45,32.08,36.67,0.0,45.26,25.85,38.14333333333334,1046.79,12.95,1.48,10.4,82.0,-9.1,DOWN
Himachal Pradesh,Onion,2024-01-01,1,Winter,26.21,24.13,28.07,0.0,34.45,27.42,35.306666666666665,882.86,11.21,-0.49,18.8,87.77,-63.6,DOWN
Himachal Pradesh,Onion,2024-02-01,2,Winter,21.05,19.27,22.59,0.0,26.21,34.72,27.236666666666668,867.06,10.8,-0.75,100.4,88.41,-9.0,UP
Himachal Pradesh,Onion,2024-03-01,3,Summer,25.11,23.64,26.37,0.0,21.05,45.26,24.12333333333333,795.95,15.48,4.28,129.3,82.45,52.13,STABLE
Himachal Pradesh,Onion,2024-04-01,4,Summer,23.88,22.44,25.23,0.0,25.11,34.45,23.346666666666664,715.25,20.6,8.19,67.1,74.43,13.25,DOWN
Himachal Pradesh,Onion,2024-05-01,5,Summer,22.35,20.57,24.23,0.0,23.88,26.21,23.78,1118.94,25.99,13.16,17.3,59.71,-63.6,UP
Himachal Pradesh,Onion,2024-06-01,6,Monsoon,31.04,29.16,33.51,0.0,22.35,21.05,25.75666666666667,884.5,27.15,16.83,94.0,67.4,-22.38,UP
Himachal Pradesh,Onion,2024-07-01,7,Monsoon,36.9,34.88,39.04,0.0,31.04,25.11,30.096666666666664,966.43,23.88,16.89,170.6,98.71,-89.2,UP
Himachal Pradesh,Onion,2024-08-01,8,Monsoon,40.38,38.92,42.41,0.0,36.9,23.88,36.10666666666667,741.41,22.43,16.05,297.3,98.52,43.03,UP
Himachal Pradesh,Onion,2024-09-01,9,Monsoon,49.04,47.47,51.35,0.0,40.38,22.35,42.10666666666666,884.49,21.99,14.12,189.3,98.33,37.2,STABLE
Himachal Pradesh,Onion,2024-10-01,10,Post-Monsoon,48.05,46.37,50.23,0.0,49.04,31.04,45.82333333333333,970.38,20.33,9.16,5.7,87.97,-31.58,STABLE
Himachal Pradesh,Onion,2024-11-01,11,Post-Monsoon,48.25,45.49,51.56,0.0,48.05,36.9,48.446666666666665,852.6,16.73,5.21,1.0,87.5,-13.22,DOWN
Himachal Pradesh,Onion,2024-12-01,12,Winter,38.52,36.43,41.34,0.0,48.25,40.38,44.94,872.81,12.86,0.25,57.8,80.45,38.3,DOWN
Himachal Pradesh,Onion,2025-01-01,1,Winter,29.58,27.68,31.94,,38.52,49.04,38.78333333333333,1110.45,13.69,0.92,35.6,77.84,-46.8,STABLE
Himachal Pradesh,Onion,2025-02-01,2,Winter,30.86,29.28,32.87,,29.58,48.05,32.986666666666665,1045.01,13.35,1.06,168.0,82.14,58.6,DOWN
Himachal Pradesh,Onion,2025-03-01,3,Summer,27.12,24.89,28.94,,30.86,48.25,29.186666666666667,890.04,17.58,4.19,75.5,75.55,-1.67,DOWN
Himachal Pradesh,Onion,2025-04-01,4,Summer,19.44,17.47,21.22,,27.12,38.52,25.80666666666667,901.24,22.88,9.44,36.6,66.9,-17.25,DOWN
Himachal Pradesh,Onion,2025-05-01,5,Summer,16.4,14.63,18.26,,19.44,29.58,20.986666666666668,1173.44,23.72,11.98,111.5,83.65,30.6,UP
Himachal Pradesh,Onion,2025-06-01,6,Monsoon,18.45,16.57,20.38,,16.4,30.86,18.096666666666668,985.22,24.25,15.1,148.9,89.43,32.53,UP
Himachal Pradesh,Onion,2025-07-01,7,Monsoon,20.96,19.44,22.76,,18.45,27.12,18.60333333333333,1139.72,23.43,16.38,273.7,99.03,13.9,UP
Himachal Pradesh,Onion,2025-08-01,8,Monsoon,22.87,21.08,24.67,,20.96,19.44,20.76,1004.98,22.62,15.57,351.3,99.32,97.02,DOWN
Himachal Pradesh,Onion,2025-09-01,9,Monsoon,20.84,19.1,22.5,,22.87,16.4,21.55666666666667,966.22,22.2,14.06,153.9,98.83,1.8,DOWN
Himachal Pradesh,Onion,2025-10-01,10,Post-Monsoon,18.34,16.17,20.23,,20.84,18.45,20.683333333333334,912.25,19.21,8.17,68.6,94.19,31.32,DOWN
Himachal Pradesh,Onion,2025-11-01,11,Post-Monsoon,16.3,13.78,18.47,,18.34,20.96,18.493333333333336,1113.43,15.99,3.69,6.6,85.03,-7.62,UP
Himachal Pradesh,Potato,2022-01-01,1,Winter,10.35,9.28,11.22,0.0,,,10.35,985.97,8.35,-2.2,186.0,93.06,103.6,UP
Himachal Pradesh,Potato,2022-02-01,2,Winter,10.9,10.07,11.87,0.0,10.35,,10.625,1033.57,9.94,-1.54,87.9,88.79,-21.5,UP
Himachal Pradesh,Potato,2022-03-01,3,Summer,11.98,10.87,13.12,0.0,10.9,,11.076666666666668,967.0,19.39,6.31,10.2,79.1,-66.97,UP
Himachal Pradesh,Potato,2022-04-01,4,Summer,12.67,11.06,14.28,0.0,11.98,,11.85,1121.5,24.11,10.78,9.5,58.6,-44.35,UP
Himachal Pradesh,Potato,2022-05-01,5,Summer,16.41,14.16,18.48,0.0,12.67,10.35,13.686666666666667,973.98,24.12,12.6,63.3,76.1,-17.6,UP
